cluster	ensembl_gene_id	counts	genes_num	genes_names
cl_3176	ENSG00000073756 ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000157764 ENSG00000168036	2	6	PTGS2
cl_3176	ENSG00000073756 ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000157764 ENSG00000168036	2	6	PIK3CA
cl_3176	ENSG00000073756 ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000157764 ENSG00000168036	2	6	KRAS
cl_3176	ENSG00000073756 ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000157764 ENSG00000168036	2	6	TP53
cl_3176	ENSG00000073756 ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000157764 ENSG00000168036	2	6	BRAF
cl_3176	ENSG00000073756 ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000157764 ENSG00000168036	2	6	CTNNB1
cl_3177	ENSG00000087088 ENSG00000143384 ENSG00000143799 ENSG00000171552	2	4	BAX
cl_3177	ENSG00000087088 ENSG00000143384 ENSG00000143799 ENSG00000171552	2	4	MCL1
cl_3177	ENSG00000087088 ENSG00000143384 ENSG00000143799 ENSG00000171552	2	4	PARP1
cl_3177	ENSG00000087088 ENSG00000143384 ENSG00000143799 ENSG00000171552	2	4	BCL2L1
cl_3178	ENSG00000073756 ENSG00000124762 ENSG00000125538	2	3	PTGS2
cl_3178	ENSG00000073756 ENSG00000124762 ENSG00000125538	2	3	CDKN1A
cl_3178	ENSG00000073756 ENSG00000124762 ENSG00000125538	2	3	IL1B
cl_3179	ENSG00000087088 ENSG00000143384 ENSG00000143799	2	3	BAX
cl_3179	ENSG00000087088 ENSG00000143384 ENSG00000143799	2	3	MCL1
cl_3179	ENSG00000087088 ENSG00000143384 ENSG00000143799	2	3	PARP1
cl_3180	ENSG00000073756 ENSG00000124882 ENSG00000146648	2	3	PTGS2
cl_3180	ENSG00000073756 ENSG00000124882 ENSG00000146648	2	3	EREG
cl_3180	ENSG00000073756 ENSG00000124882 ENSG00000146648	2	3	EGFR
cl_3181	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000142208 ENSG00000157764 ENSG00000171862	2	6	PIK3CA
cl_3181	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000142208 ENSG00000157764 ENSG00000171862	2	6	KRAS
cl_3181	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000142208 ENSG00000157764 ENSG00000171862	2	6	TP53
cl_3181	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000142208 ENSG00000157764 ENSG00000171862	2	6	AKT1
cl_3181	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000142208 ENSG00000157764 ENSG00000171862	2	6	BRAF
cl_3181	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000142208 ENSG00000157764 ENSG00000171862	2	6	PTEN
cl_3182	ENSG00000087088 ENSG00000142208 ENSG00000171862 ENSG00000198793	2	4	BAX
cl_3182	ENSG00000087088 ENSG00000142208 ENSG00000171862 ENSG00000198793	2	4	AKT1
cl_3182	ENSG00000087088 ENSG00000142208 ENSG00000171862 ENSG00000198793	2	4	PTEN
cl_3182	ENSG00000087088 ENSG00000142208 ENSG00000171862 ENSG00000198793	2	4	MTOR
cl_3183	ENSG00000087088 ENSG00000142208 ENSG00000168610 ENSG00000171791 ENSG00000198793	2	5	BAX
cl_3183	ENSG00000087088 ENSG00000142208 ENSG00000168610 ENSG00000171791 ENSG00000198793	2	5	AKT1
cl_3183	ENSG00000087088 ENSG00000142208 ENSG00000168610 ENSG00000171791 ENSG00000198793	2	5	STAT3
cl_3183	ENSG00000087088 ENSG00000142208 ENSG00000168610 ENSG00000171791 ENSG00000198793	2	5	BCL2
cl_3183	ENSG00000087088 ENSG00000142208 ENSG00000168610 ENSG00000171791 ENSG00000198793	2	5	MTOR
cl_3184	ENSG00000073756 ENSG00000125538 ENSG00000136997	2	3	PTGS2
cl_3184	ENSG00000073756 ENSG00000125538 ENSG00000136997	2	3	IL1B
cl_3184	ENSG00000073756 ENSG00000125538 ENSG00000136997	2	3	MYC
cl_3185	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000142208	2	4	PIK3CA
cl_3185	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000142208	2	4	KRAS
cl_3185	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000142208	2	4	TP53
cl_3185	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000142208	2	4	AKT1
cl_3186	ENSG00000087088 ENSG00000142208 ENSG00000171791 ENSG00000171862 ENSG00000198793	2	5	BAX
cl_3186	ENSG00000087088 ENSG00000142208 ENSG00000171791 ENSG00000171862 ENSG00000198793	2	5	AKT1
cl_3186	ENSG00000087088 ENSG00000142208 ENSG00000171791 ENSG00000171862 ENSG00000198793	2	5	BCL2
cl_3186	ENSG00000087088 ENSG00000142208 ENSG00000171791 ENSG00000171862 ENSG00000198793	2	5	PTEN
cl_3186	ENSG00000087088 ENSG00000142208 ENSG00000171791 ENSG00000171862 ENSG00000198793	2	5	MTOR
cl_3187	ENSG00000087088 ENSG00000142208 ENSG00000171552 ENSG00000198793	2	4	BAX
cl_3187	ENSG00000087088 ENSG00000142208 ENSG00000171552 ENSG00000198793	2	4	AKT1
cl_3187	ENSG00000087088 ENSG00000142208 ENSG00000171552 ENSG00000198793	2	4	BCL2L1
cl_3187	ENSG00000087088 ENSG00000142208 ENSG00000171552 ENSG00000198793	2	4	MTOR
cl_3188	ENSG00000109321 ENSG00000138798 ENSG00000142208 ENSG00000146648	2	4	AREG
cl_3188	ENSG00000109321 ENSG00000138798 ENSG00000142208 ENSG00000146648	2	4	EGF
cl_3188	ENSG00000109321 ENSG00000138798 ENSG00000142208 ENSG00000146648	2	4	AKT1
cl_3188	ENSG00000109321 ENSG00000138798 ENSG00000142208 ENSG00000146648	2	4	EGFR
cl_3189	ENSG00000073756 ENSG00000125538 ENSG00000181019	2	3	PTGS2
cl_3189	ENSG00000073756 ENSG00000125538 ENSG00000181019	2	3	IL1B
cl_3189	ENSG00000073756 ENSG00000125538 ENSG00000181019	2	3	NQO1
cl_3190	ENSG00000073756 ENSG00000125538 ENSG00000197122	2	3	PTGS2
cl_3190	ENSG00000073756 ENSG00000125538 ENSG00000197122	2	3	IL1B
cl_3190	ENSG00000073756 ENSG00000125538 ENSG00000197122	2	3	SRC
cl_3191	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000141646 ENSG00000157764 ENSG00000168036 ENSG00000171862	2	7	PIK3CA
cl_3191	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000141646 ENSG00000157764 ENSG00000168036 ENSG00000171862	2	7	KRAS
cl_3191	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000141646 ENSG00000157764 ENSG00000168036 ENSG00000171862	2	7	TP53
cl_3191	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000141646 ENSG00000157764 ENSG00000168036 ENSG00000171862	2	7	SMAD4
cl_3191	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000141646 ENSG00000157764 ENSG00000168036 ENSG00000171862	2	7	BRAF
cl_3191	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000141646 ENSG00000157764 ENSG00000168036 ENSG00000171862	2	7	CTNNB1
cl_3191	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000141646 ENSG00000157764 ENSG00000168036 ENSG00000171862	2	7	PTEN
cl_3192	ENSG00000087088 ENSG00000142208 ENSG00000171552	2	3	BAX
cl_3192	ENSG00000087088 ENSG00000142208 ENSG00000171552	2	3	AKT1
cl_3192	ENSG00000087088 ENSG00000142208 ENSG00000171552	2	3	BCL2L1
cl_3193	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000141646 ENSG00000147889 ENSG00000157764	2	6	PIK3CA
cl_3193	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000141646 ENSG00000147889 ENSG00000157764	2	6	KRAS
cl_3193	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000141646 ENSG00000147889 ENSG00000157764	2	6	TP53
cl_3193	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000141646 ENSG00000147889 ENSG00000157764	2	6	SMAD4
cl_3193	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000141646 ENSG00000147889 ENSG00000157764	2	6	CDKN2A
cl_3193	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000141646 ENSG00000147889 ENSG00000157764	2	6	BRAF
cl_3194	ENSG00000073756 ENSG00000136997 ENSG00000146648	2	3	PTGS2
cl_3194	ENSG00000073756 ENSG00000136997 ENSG00000146648	2	3	MYC
cl_3194	ENSG00000073756 ENSG00000136997 ENSG00000146648	2	3	EGFR
cl_3195	ENSG00000087088 ENSG00000141736 ENSG00000146648 ENSG00000171791	2	4	BAX
cl_3195	ENSG00000087088 ENSG00000141736 ENSG00000146648 ENSG00000171791	2	4	ERBB2
cl_3195	ENSG00000087088 ENSG00000141736 ENSG00000146648 ENSG00000171791	2	4	EGFR
cl_3195	ENSG00000087088 ENSG00000141736 ENSG00000146648 ENSG00000171791	2	4	BCL2
cl_3196	ENSG00000073756 ENSG00000136997 ENSG00000171552 ENSG00000171791	2	4	PTGS2
cl_3196	ENSG00000073756 ENSG00000136997 ENSG00000171552 ENSG00000171791	2	4	MYC
cl_3196	ENSG00000073756 ENSG00000136997 ENSG00000171552 ENSG00000171791	2	4	BCL2L1
cl_3196	ENSG00000073756 ENSG00000136997 ENSG00000171552 ENSG00000171791	2	4	BCL2
cl_3197	ENSG00000121858 ENSG00000141510 ENSG00000143384 ENSG00000171791	2	4	TNFSF10
cl_3197	ENSG00000121858 ENSG00000141510 ENSG00000143384 ENSG00000171791	2	4	TP53
