cluster	ensembl_gene_id	counts	genes_num	genes_names
cl_474	ENSG00000017427 ENSG00000140443 ENSG00000142208 ENSG00000198793	9	4	IGF1
cl_474	ENSG00000017427 ENSG00000140443 ENSG00000142208 ENSG00000198793	9	4	IGF1R
cl_474	ENSG00000017427 ENSG00000140443 ENSG00000142208 ENSG00000198793	9	4	AKT1
cl_474	ENSG00000017427 ENSG00000140443 ENSG00000142208 ENSG00000198793	9	4	MTOR
cl_475	ENSG00000087088 ENSG00000143384 ENSG00000171552	9	3	BAX
cl_475	ENSG00000087088 ENSG00000143384 ENSG00000171552	9	3	MCL1
cl_475	ENSG00000087088 ENSG00000143384 ENSG00000171552	9	3	BCL2L1
cl_476	ENSG00000136997 ENSG00000141736 ENSG00000146648	9	3	MYC
cl_476	ENSG00000136997 ENSG00000141736 ENSG00000146648	9	3	ERBB2
cl_476	ENSG00000136997 ENSG00000141736 ENSG00000146648	9	3	EGFR
cl_477	ENSG00000065361 ENSG00000138798 ENSG00000141736 ENSG00000146648	9	4	ERBB3
cl_477	ENSG00000065361 ENSG00000138798 ENSG00000141736 ENSG00000146648	9	4	EGF
cl_477	ENSG00000065361 ENSG00000138798 ENSG00000141736 ENSG00000146648	9	4	ERBB2
cl_477	ENSG00000065361 ENSG00000138798 ENSG00000141736 ENSG00000146648	9	4	EGFR
cl_478	ENSG00000135679 ENSG00000141510 ENSG00000146648	9	3	MDM2
cl_478	ENSG00000135679 ENSG00000141510 ENSG00000146648	9	3	TP53
cl_478	ENSG00000135679 ENSG00000141510 ENSG00000146648	9	3	EGFR
cl_479	ENSG00000007062 ENSG00000118777 ENSG00000157404	9	3	PROM1
cl_479	ENSG00000007062 ENSG00000118777 ENSG00000157404	9	3	ABCG2
cl_479	ENSG00000007062 ENSG00000118777 ENSG00000157404	9	3	KIT
cl_480	ENSG00000039068 ENSG00000082701 ENSG00000142208 ENSG00000168036	9	4	CDH1
cl_480	ENSG00000039068 ENSG00000082701 ENSG00000142208 ENSG00000168036	9	4	GSK3B
cl_480	ENSG00000039068 ENSG00000082701 ENSG00000142208 ENSG00000168036	9	4	AKT1
cl_480	ENSG00000039068 ENSG00000082701 ENSG00000142208 ENSG00000168036	9	4	CTNNB1
cl_481	ENSG00000133703 ENSG00000147889 ENSG00000157764	9	3	KRAS
cl_481	ENSG00000133703 ENSG00000147889 ENSG00000157764	9	3	CDKN2A
cl_481	ENSG00000133703 ENSG00000147889 ENSG00000157764	9	3	BRAF
cl_482	ENSG00000135679 ENSG00000141510 ENSG00000143799	9	3	MDM2
cl_482	ENSG00000135679 ENSG00000141510 ENSG00000143799	9	3	TP53
cl_482	ENSG00000135679 ENSG00000141510 ENSG00000143799	9	3	PARP1
cl_483	ENSG00000110092 ENSG00000136997 ENSG00000171791	9	3	CCND1
cl_483	ENSG00000110092 ENSG00000136997 ENSG00000171791	9	3	MYC
cl_483	ENSG00000110092 ENSG00000136997 ENSG00000171791	9	3	BCL2
cl_484	ENSG00000141510 ENSG00000157764 ENSG00000165731	9	3	TP53
cl_484	ENSG00000141510 ENSG00000157764 ENSG00000165731	9	3	BRAF
cl_484	ENSG00000141510 ENSG00000157764 ENSG00000165731	9	3	RET
cl_485	ENSG00000091831 ENSG00000140443 ENSG00000141736	9	3	ESR1
cl_485	ENSG00000091831 ENSG00000140443 ENSG00000141736	9	3	IGF1R
cl_485	ENSG00000091831 ENSG00000140443 ENSG00000141736	9	3	ERBB2
cl_486	ENSG00000073756 ENSG00000125538 ENSG00000168036	9	3	PTGS2
cl_486	ENSG00000073756 ENSG00000125538 ENSG00000168036	9	3	IL1B
cl_486	ENSG00000073756 ENSG00000125538 ENSG00000168036	9	3	CTNNB1
cl_487	ENSG00000143799 ENSG00000146648 ENSG00000198793	9	3	PARP1
cl_487	ENSG00000143799 ENSG00000146648 ENSG00000198793	9	3	EGFR
cl_487	ENSG00000143799 ENSG00000146648 ENSG00000198793	9	3	MTOR
cl_488	ENSG00000087088 ENSG00000171791 ENSG00000173039	9	3	BAX
cl_488	ENSG00000087088 ENSG00000171791 ENSG00000173039	9	3	BCL2
cl_488	ENSG00000087088 ENSG00000171791 ENSG00000173039	9	3	RELA
cl_489	ENSG00000026025 ENSG00000039068 ENSG00000197122	9	3	VIM
cl_489	ENSG00000026025 ENSG00000039068 ENSG00000197122	9	3	CDH1
cl_489	ENSG00000026025 ENSG00000039068 ENSG00000197122	9	3	SRC
cl_490	ENSG00000143924 ENSG00000170759 ENSG00000171094	9	3	EML4
cl_490	ENSG00000143924 ENSG00000170759 ENSG00000171094	9	3	KIF5B
cl_490	ENSG00000143924 ENSG00000170759 ENSG00000171094	9	3	ALK
cl_491	ENSG00000125538 ENSG00000173039 ENSG00000213341	9	3	IL1B
cl_491	ENSG00000125538 ENSG00000173039 ENSG00000213341	9	3	RELA
cl_491	ENSG00000125538 ENSG00000173039 ENSG00000213341	9	3	CHUK
cl_492	ENSG00000110092 ENSG00000139687 ENSG00000141510 ENSG00000147889	9	4	CCND1
cl_492	ENSG00000110092 ENSG00000139687 ENSG00000141510 ENSG00000147889	9	4	RB1
cl_492	ENSG00000110092 ENSG00000139687 ENSG00000141510 ENSG00000147889	9	4	TP53
cl_492	ENSG00000110092 ENSG00000139687 ENSG00000141510 ENSG00000147889	9	4	CDKN2A
cl_493	ENSG00000082701 ENSG00000110092 ENSG00000142208 ENSG00000168036	9	4	GSK3B
cl_493	ENSG00000082701 ENSG00000110092 ENSG00000142208 ENSG00000168036	9	4	CCND1
cl_493	ENSG00000082701 ENSG00000110092 ENSG00000142208 ENSG00000168036	9	4	AKT1
cl_493	ENSG00000082701 ENSG00000110092 ENSG00000142208 ENSG00000168036	9	4	CTNNB1
cl_494	ENSG00000107643 ENSG00000124762 ENSG00000141510	9	3	MAPK8
cl_494	ENSG00000107643 ENSG00000124762 ENSG00000141510	9	3	CDKN1A
cl_494	ENSG00000107643 ENSG00000124762 ENSG00000141510	9	3	TP53
cl_495	ENSG00000073756 ENSG00000125538 ENSG00000173039	9	3	PTGS2
cl_495	ENSG00000073756 ENSG00000125538 ENSG00000173039	9	3	IL1B
cl_495	ENSG00000073756 ENSG00000125538 ENSG00000173039	9	3	RELA
cl_496	ENSG00000168610 ENSG00000171552 ENSG00000171791	9	3	STAT3
cl_496	ENSG00000168610 ENSG00000171552 ENSG00000171791	9	3	BCL2L1
cl_496	ENSG00000168610 ENSG00000171552 ENSG00000171791	9	3	BCL2
cl_497	ENSG00000105976 ENSG00000142208 ENSG00000146648	9	3	MET
cl_497	ENSG00000105976 ENSG00000142208 ENSG00000146648	9	3	AKT1
cl_497	ENSG00000105976 ENSG00000142208 ENSG00000146648	9	3	EGFR
cl_498	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000146648	9	4	PIK3CA
cl_498	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000146648	9	4	KRAS
cl_498	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000146648	9	4	TP53
cl_498	ENSG00000121879 ENSG00000133703 ENSG00000141510 ENSG00000146648	9	4	EGFR
cl_499	ENSG00000112715 ENSG00000128052 ENSG00000142208	9	3	VEGFA
cl_499	ENSG00000112715 ENSG00000128052 ENSG00000142208	9	3	KDR
cl_499	ENSG00000112715 ENSG00000128052 ENSG00000142208	9	3	AKT1
cl_500	ENSG00000026025 ENSG00000039068 ENSG00000082701 ENSG00000142208	9	4	VIM
cl_500	ENSG00000026025 ENSG00000039068 ENSG00000082701 ENSG00000142208	9	4	CDH1
cl_500	ENSG00000026025 ENSG00000039068 ENSG00000082701 ENSG00000142208	9	4	GSK3B
cl_500	ENSG00000026025 ENSG00000039068 ENSG00000082701 ENSG00000142208	9	4	AKT1
cl_501	ENSG00000138798 ENSG00000142208 ENSG00000146648 ENSG00000198793	9	4	EGF
cl_501	ENSG00000138798 ENSG00000142208 ENSG00000146648 ENSG00000198793	9	4	AKT1
cl_501	ENSG00000138798 ENSG00000142208 ENSG00000146648 ENSG00000198793	9	4	EGFR
cl_501	ENSG00000138798 ENSG00000142208 ENSG00000146648 ENSG00000198793	9	4	MTOR
cl_502	ENSG00000039068 ENSG00000141736 ENSG00000168036	9	3	CDH1
cl_502	ENSG00000039068 ENSG00000141736 ENSG00000168036	9	3	ERBB2
cl_502	ENSG00000039068 ENSG00000141736 ENSG00000168036	9	3	CTNNB1
cl_503	ENSG00000091831 ENSG00000138798 ENSG00000141736 ENSG00000146648	9	4	ESR1
cl_503	ENSG00000091831 ENSG00000138798 ENSG00000141736 ENSG00000146648	9	4	EGF
cl_503	ENSG00000091831 ENSG00000138798 ENSG00000141736 ENSG00000146648	9	4	ERBB2
cl_503	ENSG00000091831 ENSG00000138798 ENSG00000141736 ENSG00000146648	9	4	EGFR
cl_504	ENSG00000114737 ENSG00000141736 ENSG00000146648	9	3	CISH
cl_504	ENSG00000114737 ENSG00000141736 ENSG00000146648	9	3	ERBB2
cl_504	ENSG00000114737 ENSG00000141736 ENSG00000146648	9	3	EGFR
cl_505	ENSG00000100030 ENSG00000110092 ENSG00000142208	9	3	MAPK1
cl_505	ENSG00000100030 ENSG00000110092 ENSG00000142208	9	3	CCND1
cl_505	ENSG00000100030 ENSG00000110092 ENSG00000142208	9	3	AKT1
cl_506	ENSG00000019991 ENSG00000105976 ENSG00000138685	9	3	HGF
cl_506	ENSG00000019991 ENSG00000105976 ENSG00000138685	9	3	MET
cl_506	ENSG00000019991 ENSG00000105976 ENSG00000138685	9	3	FGF2
cl_507	ENSG00000026025 ENSG00000039068 ENSG00000185499	9	3	VIM
cl_507	ENSG00000026025 ENSG00000039068 ENSG00000185499	9	3	CDH1
cl_507	ENSG00000026025 ENSG00000039068 ENSG00000185499	9	3	MUC1
cl_508	ENSG00000091831 ENSG00000141510 ENSG00000141736 ENSG00000171791	9	4	ESR1
cl_508	ENSG00000091831 ENSG00000141510 ENSG00000141736 ENSG00000171791	9	4	TP53
cl_508	ENSG00000091831 ENSG00000141510 ENSG00000141736 ENSG00000171791	9	4	ERBB2
cl_508	ENSG00000091831 ENSG00000141510 ENSG00000141736 ENSG00000171791	9	4	BCL2
cl_509	ENSG00000110092 ENSG00000136997 ENSG00000141510 ENSG00000168036	9	4	CCND1
cl_509	ENSG00000110092 ENSG00000136997 ENSG00000141510 ENSG00000168036	9	4	MYC
cl_509	ENSG00000110092 ENSG00000136997 ENSG00000141510 ENSG00000168036	9	4	TP53
cl_509	ENSG00000110092 ENSG00000136997 ENSG00000141510 ENSG00000168036	9	4	CTNNB1
cl_510	ENSG00000107643 ENSG00000142208 ENSG00000168610	9	3	MAPK8
cl_510	ENSG00000107643 ENSG00000142208 ENSG00000168610	9	3	AKT1
cl_510	ENSG00000107643 ENSG00000142208 ENSG00000168610	9	3	STAT3
cl_511	ENSG00000073756 ENSG00000142208 ENSG00000198793	9	3	PTGS2
cl_511	ENSG00000073756 ENSG00000142208 ENSG00000198793	9	3	AKT1
cl_511	ENSG00000073756 ENSG00000142208 ENSG00000198793	9	3	MTOR
cl_512	ENSG00000100030 ENSG00000107643 ENSG00000142208 ENSG00000198793	9	4	MAPK1
cl_512	ENSG00000100030 ENSG00000107643 ENSG00000142208 ENSG00000198793	9	4	MAPK8
cl_512	ENSG00000100030 ENSG00000107643 ENSG00000142208 ENSG00000198793	9	4	AKT1
cl_512	ENSG00000100030 ENSG00000107643 ENSG00000142208 ENSG00000198793	9	4	MTOR
cl_513	ENSG00000019991 ENSG00000039068 ENSG00000105976	9	3	HGF
cl_513	ENSG00000019991 ENSG00000039068 ENSG00000105976	9	3	CDH1
cl_513	ENSG00000019991 ENSG00000039068 ENSG00000105976	9	3	MET
cl_514	ENSG00000087088 ENSG00000101966 ENSG00000171552 ENSG00000171791	9	4	BAX
cl_514	ENSG00000087088 ENSG00000101966 ENSG00000171552 ENSG00000171791	9	4	XIAP
cl_514	ENSG00000087088 ENSG00000101966 ENSG00000171552 ENSG00000171791	9	4	BCL2L1
cl_514	ENSG00000087088 ENSG00000101966 ENSG00000171552 ENSG00000171791	9	4	BCL2
cl_515	ENSG00000133703 ENSG00000146648 ENSG00000241635	9	3	KRAS
cl_515	ENSG00000133703 ENSG00000146648 ENSG00000241635	9	3	EGFR
cl_515	ENSG00000133703 ENSG00000146648 ENSG00000241635	9	3	UGT1A1
cl_516	ENSG00000141510 ENSG00000143384 ENSG00000171552 ENSG00000171791	9	4	TP53
cl_516	ENSG00000141510 ENSG00000143384 ENSG00000171552 ENSG00000171791	9	4	MCL1
cl_516	ENSG00000141510 ENSG00000143384 ENSG00000171552 ENSG00000171791	9	4	BCL2L1
cl_516	ENSG00000141510 ENSG00000143384 ENSG00000171552 ENSG00000171791	9	4	BCL2
cl_517	ENSG00000073756 ENSG00000100030 ENSG00000107643 ENSG00000125538	9	4	PTGS2
cl_517	ENSG00000073756 ENSG00000100030 ENSG00000107643 ENSG00000125538	9	4	MAPK1
cl_517	ENSG00000073756 ENSG00000100030 ENSG00000107643 ENSG00000125538	9	4	MAPK8
cl_517	ENSG00000073756 ENSG00000100030 ENSG00000107643 ENSG00000125538	9	4	IL1B
cl_518	ENSG00000089685 ENSG00000168610 ENSG00000171791	9	3	BIRC5
cl_518	ENSG00000089685 ENSG00000168610 ENSG00000171791	9	3	STAT3
cl_518	ENSG00000089685 ENSG00000168610 ENSG00000171791	9	3	BCL2
cl_519	ENSG00000039068 ENSG00000133703 ENSG00000168036	9	3	CDH1
cl_519	ENSG00000039068 ENSG00000133703 ENSG00000168036	9	3	KRAS
cl_519	ENSG00000039068 ENSG00000133703 ENSG00000168036	9	3	CTNNB1
cl_520	ENSG00000133703 ENSG00000142208 ENSG00000146648 ENSG00000157764	9	4	KRAS
cl_520	ENSG00000133703 ENSG00000142208 ENSG00000146648 ENSG00000157764	9	4	AKT1
cl_520	ENSG00000133703 ENSG00000142208 ENSG00000146648 ENSG00000157764	9	4	EGFR
cl_520	ENSG00000133703 ENSG00000142208 ENSG00000146648 ENSG00000157764	9	4	BRAF
cl_521	ENSG00000019991 ENSG00000039068 ENSG00000168036	9	3	HGF
cl_521	ENSG00000019991 ENSG00000039068 ENSG00000168036	9	3	CDH1
cl_521	ENSG00000019991 ENSG00000039068 ENSG00000168036	9	3	CTNNB1
cl_522	ENSG00000110092 ENSG00000168610 ENSG00000171791	9	3	CCND1
cl_522	ENSG00000110092 ENSG00000168610 ENSG00000171791	9	3	STAT3
cl_522	ENSG00000110092 ENSG00000168610 ENSG00000171791	9	3	BCL2
cl_523	ENSG00000073756 ENSG00000085563 ENSG00000118777	9	3	PTGS2
cl_523	ENSG00000073756 ENSG00000085563 ENSG00000118777	9	3	ABCB1
cl_523	ENSG00000073756 ENSG00000085563 ENSG00000118777	9	3	ABCG2
cl_524	ENSG00000107643 ENSG00000143384 ENSG00000171791	9	3	MAPK8
cl_524	ENSG00000107643 ENSG00000143384 ENSG00000171791	9	3	MCL1
cl_524	ENSG00000107643 ENSG00000143384 ENSG00000171791	9	3	BCL2
cl_525	ENSG00000115415 ENSG00000125538 ENSG00000168610	9	3	STAT1
cl_525	ENSG00000115415 ENSG00000125538 ENSG00000168610	9	3	IL1B
cl_525	ENSG00000115415 ENSG00000125538 ENSG00000168610	9	3	STAT3
cl_526	ENSG00000026025 ENSG00000039068 ENSG00000082701	9	3	VIM
cl_526	ENSG00000026025 ENSG00000039068 ENSG00000082701	9	3	CDH1
cl_526	ENSG00000026025 ENSG00000039068 ENSG00000082701	9	3	GSK3B
cl_527	ENSG00000089685 ENSG00000141510 ENSG00000148773 ENSG00000171791	9	4	BIRC5
cl_527	ENSG00000089685 ENSG00000141510 ENSG00000148773 ENSG00000171791	9	4	TP53
cl_527	ENSG00000089685 ENSG00000141510 ENSG00000148773 ENSG00000171791	9	4	MKI67
cl_527	ENSG00000089685 ENSG00000141510 ENSG00000148773 ENSG00000171791	9	4	BCL2
cl_528	ENSG00000114867 ENSG00000151247 ENSG00000187840	8	3	EIF4G1
cl_528	ENSG00000114867 ENSG00000151247 ENSG00000187840	8	3	EIF4E
cl_528	ENSG00000114867 ENSG00000151247 ENSG00000187840	8	3	EIF4EBP1
cl_529	ENSG00000100030 ENSG00000107643 ENSG00000110092	8	3	MAPK1
cl_529	ENSG00000100030 ENSG00000107643 ENSG00000110092	8	3	MAPK8
cl_529	ENSG00000100030 ENSG00000107643 ENSG00000110092	8	3	CCND1
cl_530	ENSG00000138798 ENSG00000146648 ENSG00000168610	8	3	EGF
cl_530	ENSG00000138798 ENSG00000146648 ENSG00000168610	8	3	EGFR
cl_530	ENSG00000138798 ENSG00000146648 ENSG00000168610	8	3	STAT3
cl_531	ENSG00000017427 ENSG00000140443 ENSG00000198793	8	3	IGF1
cl_531	ENSG00000017427 ENSG00000140443 ENSG00000198793	8	3	IGF1R
cl_531	ENSG00000017427 ENSG00000140443 ENSG00000198793	8	3	MTOR
cl_532	ENSG00000120217 ENSG00000148773 ENSG00000188389	8	3	CD274
cl_532	ENSG00000120217 ENSG00000148773 ENSG00000188389	8	3	MKI67
cl_532	ENSG00000120217 ENSG00000148773 ENSG00000188389	8	3	PDCD1
cl_533	ENSG00000082701 ENSG00000141510 ENSG00000142208	8	3	GSK3B
cl_533	ENSG00000082701 ENSG00000141510 ENSG00000142208	8	3	TP53
cl_533	ENSG00000082701 ENSG00000141510 ENSG00000142208	8	3	AKT1
cl_534	ENSG00000085563 ENSG00000118777 ENSG00000157764	8	3	ABCB1
cl_534	ENSG00000085563 ENSG00000118777 ENSG00000157764	8	3	ABCG2
cl_534	ENSG00000085563 ENSG00000118777 ENSG00000157764	8	3	BRAF
cl_535	ENSG00000026025 ENSG00000039068 ENSG00000173039	8	3	VIM
cl_535	ENSG00000026025 ENSG00000039068 ENSG00000173039	8	3	CDH1
cl_535	ENSG00000026025 ENSG00000039068 ENSG00000173039	8	3	RELA
cl_536	ENSG00000100030 ENSG00000146648 ENSG00000168036	8	3	MAPK1
cl_536	ENSG00000100030 ENSG00000146648 ENSG00000168036	8	3	EGFR
cl_536	ENSG00000100030 ENSG00000146648 ENSG00000168036	8	3	CTNNB1
cl_537	ENSG00000047936 ENSG00000133703 ENSG00000146648 ENSG00000171094	8	4	ROS1
cl_537	ENSG00000047936 ENSG00000133703 ENSG00000146648 ENSG00000171094	8	4	KRAS
cl_537	ENSG00000047936 ENSG00000133703 ENSG00000146648 ENSG00000171094	8	4	EGFR
cl_537	ENSG00000047936 ENSG00000133703 ENSG00000146648 ENSG00000171094	8	4	ALK
cl_538	ENSG00000156052 ENSG00000157404 ENSG00000157764 ENSG00000213281	8	4	GNAQ
cl_538	ENSG00000156052 ENSG00000157404 ENSG00000157764 ENSG00000213281	8	4	KIT
cl_538	ENSG00000156052 ENSG00000157404 ENSG00000157764 ENSG00000213281	8	4	BRAF
cl_538	ENSG00000156052 ENSG00000157404 ENSG00000157764 ENSG00000213281	8	4	NRAS
cl_539	ENSG00000142208 ENSG00000148400 ENSG00000171862	8	3	AKT1
cl_539	ENSG00000142208 ENSG00000148400 ENSG00000171862	8	3	NOTCH1
cl_539	ENSG00000142208 ENSG00000148400 ENSG00000171862	8	3	PTEN
cl_540	ENSG00000139618 ENSG00000143799 ENSG00000149554	8	3	BRCA2
cl_540	ENSG00000139618 ENSG00000143799 ENSG00000149554	8	3	PARP1
cl_540	ENSG00000139618 ENSG00000143799 ENSG00000149554	8	3	CHEK1
cl_541	ENSG00000133703 ENSG00000146648 ENSG00000168610	8	3	KRAS
cl_541	ENSG00000133703 ENSG00000146648 ENSG00000168610	8	3	EGFR
cl_541	ENSG00000133703 ENSG00000146648 ENSG00000168610	8	3	STAT3
cl_542	ENSG00000100030 ENSG00000138798 ENSG00000141736 ENSG00000146648	8	4	MAPK1
cl_542	ENSG00000100030 ENSG00000138798 ENSG00000141736 ENSG00000146648	8	4	EGF
cl_542	ENSG00000100030 ENSG00000138798 ENSG00000141736 ENSG00000146648	8	4	ERBB2
cl_542	ENSG00000100030 ENSG00000138798 ENSG00000141736 ENSG00000146648	8	4	EGFR
cl_543	ENSG00000139618 ENSG00000141510 ENSG00000148773	8	3	BRCA2
cl_543	ENSG00000139618 ENSG00000141510 ENSG00000148773	8	3	TP53
cl_543	ENSG00000139618 ENSG00000141510 ENSG00000148773	8	3	MKI67
cl_544	ENSG00000073756 ENSG00000148773 ENSG00000171791	8	3	PTGS2
cl_544	ENSG00000073756 ENSG00000148773 ENSG00000171791	8	3	MKI67
cl_544	ENSG00000073756 ENSG00000148773 ENSG00000171791	8	3	BCL2
cl_545	ENSG00000141736 ENSG00000142208 ENSG00000146648 ENSG00000171862	8	4	ERBB2
cl_545	ENSG00000141736 ENSG00000142208 ENSG00000146648 ENSG00000171862	8	4	AKT1
cl_545	ENSG00000141736 ENSG00000142208 ENSG00000146648 ENSG00000171862	8	4	EGFR
cl_545	ENSG00000141736 ENSG00000142208 ENSG00000146648 ENSG00000171862	8	4	PTEN
cl_546	ENSG00000135679 ENSG00000141510 ENSG00000141736	8	3	MDM2
cl_546	ENSG00000135679 ENSG00000141510 ENSG00000141736	8	3	TP53
cl_546	ENSG00000135679 ENSG00000141510 ENSG00000141736	8	3	ERBB2
cl_547	ENSG00000065361 ENSG00000142208 ENSG00000146648	8	3	ERBB3
cl_547	ENSG00000065361 ENSG00000142208 ENSG00000146648	8	3	AKT1
cl_547	ENSG00000065361 ENSG00000142208 ENSG00000146648	8	3	EGFR
cl_548	ENSG00000121858 ENSG00000141510 ENSG00000171791	8	3	TNFSF10
cl_548	ENSG00000121858 ENSG00000141510 ENSG00000171791	8	3	TP53
cl_548	ENSG00000121858 ENSG00000141510 ENSG00000171791	8	3	BCL2
cl_549	ENSG00000110092 ENSG00000141510 ENSG00000142208	8	3	CCND1
cl_549	ENSG00000110092 ENSG00000141510 ENSG00000142208	8	3	TP53
cl_549	ENSG00000110092 ENSG00000141510 ENSG00000142208	8	3	AKT1
cl_550	ENSG00000141510 ENSG00000142208 ENSG00000168036	8	3	TP53
cl_550	ENSG00000141510 ENSG00000142208 ENSG00000168036	8	3	AKT1
cl_550	ENSG00000141510 ENSG00000142208 ENSG00000168036	8	3	CTNNB1
cl_551	ENSG00000039068 ENSG00000141646 ENSG00000168036	8	3	CDH1
cl_551	ENSG00000039068 ENSG00000141646 ENSG00000168036	8	3	SMAD4
cl_551	ENSG00000039068 ENSG00000141646 ENSG00000168036	8	3	CTNNB1
cl_552	ENSG00000142208 ENSG00000146648 ENSG00000171791	8	3	AKT1
cl_552	ENSG00000142208 ENSG00000146648 ENSG00000171791	8	3	EGFR
cl_552	ENSG00000142208 ENSG00000146648 ENSG00000171791	8	3	BCL2
cl_553	ENSG00000140443 ENSG00000142208 ENSG00000171862	8	3	IGF1R
cl_553	ENSG00000140443 ENSG00000142208 ENSG00000171862	8	3	AKT1
cl_553	ENSG00000140443 ENSG00000142208 ENSG00000171862	8	3	PTEN
cl_554	ENSG00000087088 ENSG00000110092 ENSG00000136997 ENSG00000171791	8	4	BAX
cl_554	ENSG00000087088 ENSG00000110092 ENSG00000136997 ENSG00000171791	8	4	CCND1
cl_554	ENSG00000087088 ENSG00000110092 ENSG00000136997 ENSG00000171791	8	4	MYC
cl_554	ENSG00000087088 ENSG00000110092 ENSG00000136997 ENSG00000171791	8	4	BCL2
cl_555	ENSG00000003402 ENSG00000171552 ENSG00000171791	8	3	CFLAR
cl_555	ENSG00000003402 ENSG00000171552 ENSG00000171791	8	3	BCL2L1
cl_555	ENSG00000003402 ENSG00000171552 ENSG00000171791	8	3	BCL2
cl_556	ENSG00000087088 ENSG00000111276 ENSG00000171791	8	3	BAX
cl_556	ENSG00000087088 ENSG00000111276 ENSG00000171791	8	3	CDKN1B
cl_556	ENSG00000087088 ENSG00000111276 ENSG00000171791	8	3	BCL2
cl_557	ENSG00000133703 ENSG00000146648 ENSG00000203747	8	3	KRAS
cl_557	ENSG00000133703 ENSG00000146648 ENSG00000203747	8	3	EGFR
cl_557	ENSG00000133703 ENSG00000146648 ENSG00000203747	8	3	FCGR3A
cl_558	ENSG00000091831 ENSG00000136997 ENSG00000141510	8	3	ESR1
cl_558	ENSG00000091831 ENSG00000136997 ENSG00000141510	8	3	MYC
cl_558	ENSG00000091831 ENSG00000136997 ENSG00000141510	8	3	TP53
cl_559	ENSG00000087088 ENSG00000111276 ENSG00000141510 ENSG00000171791	8	4	BAX
cl_559	ENSG00000087088 ENSG00000111276 ENSG00000141510 ENSG00000171791	8	4	CDKN1B
cl_559	ENSG00000087088 ENSG00000111276 ENSG00000141510 ENSG00000171791	8	4	TP53
cl_559	ENSG00000087088 ENSG00000111276 ENSG00000141510 ENSG00000171791	8	4	BCL2
cl_560	ENSG00000100644 ENSG00000187840 ENSG00000198793	8	3	HIF1A
cl_560	ENSG00000100644 ENSG00000187840 ENSG00000198793	8	3	EIF4EBP1
cl_560	ENSG00000100644 ENSG00000187840 ENSG00000198793	8	3	MTOR
cl_561	ENSG00000091831 ENSG00000100030 ENSG00000141736	8	3	ESR1
cl_561	ENSG00000091831 ENSG00000100030 ENSG00000141736	8	3	MAPK1
cl_561	ENSG00000091831 ENSG00000100030 ENSG00000141736	8	3	ERBB2
cl_562	ENSG00000026025 ENSG00000039068 ENSG00000073756	8	3	VIM
cl_562	ENSG00000026025 ENSG00000039068 ENSG00000073756	8	3	CDH1
cl_562	ENSG00000026025 ENSG00000039068 ENSG00000073756	8	3	PTGS2
cl_563	ENSG00000105810 ENSG00000135446 ENSG00000198793	8	3	CDK6
cl_563	ENSG00000105810 ENSG00000135446 ENSG00000198793	8	3	CDK4
cl_563	ENSG00000105810 ENSG00000135446 ENSG00000198793	8	3	MTOR
cl_564	ENSG00000141510 ENSG00000171862 ENSG00000198793	8	3	TP53
cl_564	ENSG00000141510 ENSG00000171862 ENSG00000198793	8	3	PTEN
cl_564	ENSG00000141510 ENSG00000171862 ENSG00000198793	8	3	MTOR
cl_565	ENSG00000110092 ENSG00000136997 ENSG00000168610	8	3	CCND1
cl_565	ENSG00000110092 ENSG00000136997 ENSG00000168610	8	3	MYC
cl_565	ENSG00000110092 ENSG00000136997 ENSG00000168610	8	3	STAT3
cl_566	ENSG00000089685 ENSG00000136997 ENSG00000141510	8	3	BIRC5
cl_566	ENSG00000089685 ENSG00000136997 ENSG00000141510	8	3	MYC
cl_566	ENSG00000089685 ENSG00000136997 ENSG00000141510	8	3	TP53
cl_567	ENSG00000142208 ENSG00000171791 ENSG00000171862	8	3	AKT1
cl_567	ENSG00000142208 ENSG00000171791 ENSG00000171862	8	3	BCL2
cl_567	ENSG00000142208 ENSG00000171791 ENSG00000171862	8	3	PTEN
cl_568	ENSG00000133703 ENSG00000141510 ENSG00000171791	8	3	KRAS
cl_568	ENSG00000133703 ENSG00000141510 ENSG00000171791	8	3	TP53
cl_568	ENSG00000133703 ENSG00000141510 ENSG00000171791	8	3	BCL2
cl_569	ENSG00000089685 ENSG00000101966 ENSG00000143799	8	3	BIRC5
cl_569	ENSG00000089685 ENSG00000101966 ENSG00000143799	8	3	XIAP
cl_569	ENSG00000089685 ENSG00000101966 ENSG00000143799	8	3	PARP1
cl_570	ENSG00000142208 ENSG00000146648 ENSG00000157764	8	3	AKT1
cl_570	ENSG00000142208 ENSG00000146648 ENSG00000157764	8	3	EGFR
cl_570	ENSG00000142208 ENSG00000146648 ENSG00000157764	8	3	BRAF
cl_571	ENSG00000110092 ENSG00000111276 ENSG00000142208	8	3	CCND1
cl_571	ENSG00000110092 ENSG00000111276 ENSG00000142208	8	3	CDKN1B
cl_571	ENSG00000110092 ENSG00000111276 ENSG00000142208	8	3	AKT1
cl_572	ENSG00000141510 ENSG00000141646 ENSG00000147889	8	3	TP53
cl_572	ENSG00000141510 ENSG00000141646 ENSG00000147889	8	3	SMAD4
